Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
71.05724801,11.905925,9.723383164,14.499365,11.89612176,15.723481,12.40683917,14.518123,10.39112308,5.566363,5.568005,11.086704,11.103124,9.986699,10.044169,5.077042,4.996585,10.357936,10.362862,7.993442,7.993442
71.37544939,11.925629,9.743087164,14.507574,11.90433076,15.734976,12.41833417,14.526333,10.39933308,6.108223,6.109865,11.119544,11.135964,9.993267,10.050737,5.553222,5.472765,10.37764,10.382566,7.990158,7.990158
71.36686972,11.93384,9.751298164,14.52071,11.91746676,15.75468,12.43803817,14.529617,10.40261708,6.108223,6.109865,11.126112,11.142532,9.999835,10.057305,5.553222,5.472765,10.37764,10.382566,7.990158,7.990158
71.53160858,11.940407,9.757865164,14.538771,11.93552776,15.777667,12.46102517,14.546037,10.41903708,6.108223,6.109865,11.126112,11.142532,10.019539,10.077009,5.55979,5.479333,10.374356,10.379282,7.993442,7.993442
71.61507622,11.94205,9.759508164,14.550266,11.94702276,15.790803,12.47416117,14.564099,10.43709908,6.101655,6.103297,11.355991,11.372411,10.022823,10.080293,5.572926,5.492469,10.597673,10.602599,7.990158,7.990158
71.75485071,11.968322,9.785780164,14.565043,11.96179976,15.805581,12.48893917,14.580518,10.45351808,6.108223,6.109865,11.454512,11.470932,10.045812,10.103282,5.55979,5.479333,10.656787,10.661713,7.990158,7.990158
71.95001058,11.988025,9.805483164,14.589673,11.98642976,15.831853,12.51521117,14.583802,10.45680208,6.127927,6.129569,11.470931,11.487351,10.075368,10.132838,5.55979,5.479333,10.663356,10.668282,7.990158,7.990158
72.1701345,12.007729,9.825187164,14.611019,12.00777576,15.861408,12.54476617,14.583802,10.45680208,6.147632,6.149274,11.530044,11.546464,10.098356,10.155826,5.553222,5.472765,10.732321,10.737247,7.993442,7.993442
72.53201854,12.027433,9.844891164,14.630723,12.02747976,15.882754,12.56611217,14.642912,10.51591208,6.1542,6.155842,11.707379,11.723799,10.137765,10.195235,5.55979,5.479333,10.811139,10.816065,7.990158,7.990158
72.81596549,12.05042,9.867878164,14.656173,12.05292976,15.912311,12.59566917,14.647018,10.52001808,6.170619,6.172261,11.766491,11.782911,10.150901,10.208371,5.54337,5.462913,10.962208,10.967134,7.993442,7.993442
72.95333281,12.063556,9.881014164,14.676698,12.07345476,15.940224,12.62358217,14.6659,10.53890008,6.183755,6.185397,11.861727,11.878147,10.164037,10.221507,5.553222,5.472765,11.004901,11.009827,7.993442,7.993442
73.14700217,12.074229,9.891687164,14.691476,12.08823276,15.943508,12.62686617,14.679036,10.55203608,6.196891,6.198533,11.943827,11.960247,10.170605,10.228075,5.553222,5.472765,11.027889,11.032815,7.993442,7.993442
73.02644591,12.073409,9.890867164,14.69476,12.09151676,15.945151,12.62850917,14.681499,10.55449908,6.193607,6.195249,11.956963,11.973383,10.173889,10.231359,5.55979,5.479333,11.027889,11.032815,7.990158,7.990158
72.99708873,12.079977,9.897435164,14.698044,12.09480076,15.950076,12.63343417,14.683961,10.55696108,6.206743,6.208385,11.986519,12.002939,10.180457,10.237927,5.55979,5.479333,11.034457,11.039383,7.993442,7.993442
72.92801533,12.07505,9.892508164,14.698044,12.09480076,15.950076,12.63343417,14.669184,10.54218408,6.213312,6.214954,11.986519,12.002939,10.177173,10.234643,5.556506,5.476049,11.037742,11.042668,7.993442,7.993442
73.20621615,12.106249,9.923707164,14.717747,12.11450376,15.976348,12.65970617,14.69874,10.57174008,6.213312,6.214954,11.986519,12.002939,10.216581,10.274051,5.556506,5.476049,11.032815,11.037741,7.993442,7.993442
73.43052725,12.108711,9.926169164,14.729242,12.12599876,15.995231,12.67858917,14.702844,10.57584408,6.213312,6.214954,12.039062,12.055482,10.219866,10.277336,5.553222,5.472765,11.073866,11.078792,7.990158,7.990158
73.3719504,12.145655,9.963113164,14.737451,12.13420776,16.004262,12.68762017,14.721727,10.59472708,6.5647,6.566342,12.19341,12.20983,10.233002,10.290472,5.980141,5.899684,11.23807,11.242996,7.990158,7.990158
73.7363152,12.158791,9.976249164,14.753872,12.15062876,16.025607,12.70896517,14.730757,10.60375708,6.569626,6.571268,12.19341,12.20983,10.249422,10.306892,6.031043,5.950586,11.23807,11.242996,7.990158,7.990158
73.82212608,12.175212,9.992670164,14.778501,12.17525776,16.056806,12.74016417,14.743072,10.61607208,6.569626,6.571268,12.357611,12.374031,10.262558,10.320028,6.026117,5.94566,11.412127,11.417053,7.993442,7.993442
74.39448604,12.206409,10.02386716,14.821192,12.21794876,16.115916,12.79927417,14.785763,10.65876308,6.58112,6.582762,12.475834,12.492254,10.282262,10.339732,6.039253,5.958796,11.481093,11.486019,7.990158,7.990158
74.82147222,12.231039,10.04849716,14.87702,12.27377676,16.150399,12.83375717,14.818603,10.69160308,6.61396,6.615602,12.722134,12.738554,10.295399,10.352869,6.032685,5.952228,11.733969,11.738895,7.990158,7.990158
75.3322107,12.273731,10.09118916,14.927921,12.32467776,16.194732,12.87809017,14.84159,10.71459008,6.617244,6.618886,12.797666,12.814086,10.328238,10.385708,6.026117,5.94566,11.789798,11.794724,7.990158,7.990158
75.82614294,12.31478,10.13223816,14.977181,12.37393776,16.242351,12.92570917,14.876072,10.74907208,6.643516,6.645158,12.984854,13.001274,10.3775,10.43497,6.032685,5.952228,11.940866,11.945792,7.993442,7.993442
76.24142672,12.342694,10.16015216,15.01823,12.41498676,16.285863,12.96922117,14.903985,10.77698508,6.673072,6.674714,13.214734,13.231154,10.425117,10.482587,6.029401,5.948944,12.293906,12.298832,7.993442,7.993442
76.71748344,12.390312,10.20777016,15.065848,12.46260476,16.337585,13.02094317,14.940929,10.81392908,7.257625,7.259267,13.439688,13.456108,10.456316,10.513786,6.630373,6.549916,12.338242,12.343168,7.993442,7.993442
77.10107162,12.428077,10.24553516,15.106898,12.50365476,16.398339,13.08169717,14.97541,10.84841008,7.313453,7.315095,13.641654,13.658074,10.479304,10.536774,6.719041,6.638584,12.367798,12.372724,7.993442,7.993442
77.61535468,12.467485,10.28494316,15.149589,12.54634576,16.447599,13.13095717,15.018101,10.89110108,7.343009,7.344651,13.855114,13.871534,10.508861,10.566331,6.722325,6.641868,12.374366,12.379292,7.993442,7.993442
78.14084019,12.495399,10.31285716,15.195565,12.59232176,16.503427,13.18678517,15.05012,10.92312008,7.369281,7.370923,14.009462,14.025882,10.56469,10.62216,6.719041,6.638584,12.37765,12.382576,7.993442,7.993442
78.39925889,12.536449,10.35390716,15.24975,12.64650676,16.567464,13.25082217,15.087884,10.96088408,7.392269,7.393911,14.199935,14.216355,10.600814,10.658284,6.705905,6.625448,12.37765,12.382576,7.990158,7.990158
78.90850686,12.575856,10.39331416,15.313787,12.71054376,16.616723,13.30008117,15.103484,10.97648408,7.418541,7.420183,14.288603,14.305023,10.666494,10.723964,6.709189,6.628732,12.37765,12.382576,7.993442,7.993442
79.27124395,12.613622,10.43108016,15.354016,12.75077276,16.657773,13.34113117,15.114156,10.98715608,7.454665,7.456307,14.350999,14.367419,10.728891,10.786361,6.719041,6.638584,12.380935,12.385861,7.990158,7.990158
79.62156762,12.633326,10.45078416,15.387677,12.78443376,16.697181,13.38053917,15.148637,11.02163708,7.487505,7.489147,14.377271,14.393691,10.778152,10.835622,6.719041,6.638584,12.380935,12.385861,7.993442,7.993442
79.82594945,12.667807,10.48526516,15.430368,12.82712476,16.731664,13.41502217,15.165878,11.03887808,7.500641,7.502283,14.456087,14.472507,10.810992,10.868462,6.712473,6.632016,12.384218,12.389144,7.993442,7.993442
80.27704693,12.700647,10.51810516,15.471418,12.86817476,16.780923,13.46428117,15.20118,11.07418008,8.196851,8.198493,14.505347,14.521767,10.88981,10.94728,7.382409,7.301952,12.380935,12.385861,7.990158,7.990158
80.62992494,12.723635,10.54109316,15.507541,12.90429776,16.80391,13.48726817,15.22581,11.09881008,8.203419,8.205061,14.528336,14.544756,10.958775,11.016245,7.425101,7.344644,12.380935,12.385861,7.990158,7.990158
80.60219547,12.728561,10.54601916,15.523962,12.92071876,16.823615,13.50697317,15.238946,11.11194608,8.21327,8.214912,14.548039,14.564459,10.978478,11.035948,7.421817,7.34136,12.380935,12.385861,7.990158,7.990158
80.67247502,12.749907,10.56736516,15.553517,12.95027376,16.849887,13.53324517,15.252903,11.12590308,8.239542,8.241184,14.590732,14.607152,11.008035,11.065505,7.405397,7.32494,12.37765,12.382576,7.993442,7.993442
81.05577403,12.784389,10.60184716,15.592925,12.98968176,16.892577,13.57593517,15.288205,11.16120508,8.255962,8.257604,14.659696,14.676116,11.073715,11.131185,7.418533,7.338076,12.380935,12.385861,7.993442,7.993442
81.55232873,12.813945,10.63140316,15.620839,13.01759576,16.933627,13.61698517,15.302982,11.17598208,8.269098,8.27074,14.705671,14.722091,11.096704,11.154174,7.423459,7.343002,12.380935,12.385861,7.990158,7.990158
81.66650172,12.843501,10.66095916,15.653679,13.05043576,16.95169,13.63504817,15.327612,11.20061208,8.288802,8.290444,14.731943,14.748363,11.12626,11.18373,7.418533,7.338076,12.380935,12.385861,7.990158,7.990158
82.27446943,12.869773,10.68723116,15.691444,13.08820076,16.994382,13.67774017,15.357167,11.23016708,8.321643,8.323285,14.787771,14.804191,11.182089,11.239559,7.408681,7.328224,12.37765,12.382576,7.990158,7.990158
82.56224499,12.900149,10.71760716,15.727567,13.12432376,17.03379,13.71714817,15.380154,11.25315408,8.361051,8.362693,14.837031,14.853451,11.234633,11.292103,7.418533,7.338076,12.37765,12.382576,7.993442,7.993442
82.64642366,12.923958,10.74141616,15.757124,13.15388076,17.068271,13.75162917,15.39329,11.26629008,8.377471,8.379113,14.896144,14.912564,11.251054,11.308524,7.418533,7.338076,12.379292,12.384218,7.990158,7.990158
82.87022968,12.941199,10.75865716,15.780111,13.17686776,17.089618,13.77297617,15.408068,11.28106808,8.400459,8.402101,14.94212,14.95854,11.270758,11.328228,7.421817,7.34136,12.380935,12.385861,7.990158,7.990158
83.16382944,12.981428,10.79888616,15.819519,13.21627576,17.138877,13.82223517,15.421203,11.29420308,8.407027,8.408669,14.97496,14.99138,11.352859,11.410329,7.411965,7.331508,12.380935,12.385861,7.990158,7.990158
83.66016404,13.001132,10.81859016,15.845791,13.24254776,17.148729,13.83208717,15.450759,11.32375908,8.416879,8.418521,15.011084,15.027504,11.392267,11.449737,7.425101,7.344644,12.380935,12.385861,7.990158,7.990158
83.39451898,13.030687,10.84814516,15.847433,13.24418976,17.155297,13.83865517,15.463894,11.33689408,9.037557,9.039199,15.014368,15.030788,11.398835,11.456305,7.983381,7.902924,12.37765,12.382576,7.990158,7.990158
83.73839063,13.061885,10.87934316,15.872062,13.26881876,17.178285,13.86164317,15.483598,11.35659808,9.103237,9.104879,15.13916,15.15558,11.425108,11.482578,8.121309,8.040852,12.37765,12.382576,7.993442,7.993442
83.71676007,13.070095,10.88755316,15.885198,13.28195476,17.188136,13.87149417,15.481956,11.35495608,9.099953,9.101595,15.142445,15.158865,11.431676,11.489146,8.118026,8.037569,12.380935,12.385861,7.990158,7.990158
83.59024241,13.075021,10.89247916,15.890124,13.28688076,17.189778,13.87313617,15.491808,11.36480808,9.106521,9.108163,15.145728,15.162148,11.441528,11.498998,8.121309,8.040852,12.380935,12.385861,7.990158,7.990158
83.55208996,13.070095,10.88755316,15.888482,13.28523876,17.194705,13.87806317,15.47703,11.35003008,9.099953,9.101595,15.145728,15.162148,11.444812,11.502282,8.121309,8.040852,12.380935,12.385861,7.990158,7.990158
83.47600098,13.075021,10.89247916,15.890124,13.28688076,17.201272,13.88463017,15.475388,11.34838808,9.103237,9.104879,15.145728,15.162148,11.448096,11.505566,8.124594,8.044137,12.380935,12.385861,7.990158,7.990158
83.83270792,13.093083,10.91054116,15.91147,13.30822676,17.229186,13.91254417,15.504943,11.37794308,9.099953,9.101595,15.165432,15.181852,11.484221,11.541691,8.114741,8.034284,12.380935,12.385861,7.990158,7.990158
84.41180876,13.145627,10.96308516,15.975507,13.37226376,17.293224,13.97658217,15.557487,11.43048708,9.136077,9.137719,15.217977,15.234397,11.536765,11.594235,8.108173,8.027716,12.380935,12.385861,7.990158,7.990158
85.21606861,13.221158,11.03861616,16.124927,13.52168376,17.409806,14.09316417,15.605104,11.47810408,9.21161,9.213252,15.362473,15.378893,11.612298,11.669768,8.108173,8.027716,12.380935,12.385861,7.990158,7.990158
86.20655072,13.295869,11.11332716,16.205385,13.60214176,17.562511,14.24586917,15.665036,11.53803608,9.287142,9.288784,15.549662,15.566082,11.58931,11.64678,8.144298,8.063841,12.380935,12.385861,7.990158,7.990158
80.51879659,13.28848,11.10593816,16.256286,13.65304276,18.781692,15.46505017,15.632196,11.50519608,9.585987,9.587629,16.377232,16.393652,9.812645,9.870115,8.21983,8.139373,12.37765,12.382576,7.993442,7.993442
74.44164453,11.572603,9.390061164,14.896723,12.29347976,31.680587,28.36394517,13.600267,9.473267083,9.526875,9.528517,12.452847,12.469267,2.137887,2.195357,8.272374,8.191917,12.37765,12.382576,7.990158,7.990158
38.5201834,11.528269,9.345727164,14.814624,12.21138076,31.680587,28.36394517,13.541156,9.414156083,9.572851,9.574493,12.226251,12.242671,2.00981,2.06728,8.331486,8.251029,12.37765,12.382576,7.993442,7.993442
38.18396962,11.511028,9.328486164,14.799846,12.19660276,31.680587,28.36394517,13.553471,9.426471083,9.572851,9.574493,12.147434,12.163854,2.727366,2.784836,8.338054,8.257597,12.384218,12.389144,7.990158,7.990158
38.06504364,11.501998,9.319456164,14.791637,12.18839376,31.680587,28.36394517,13.547724,9.420724083,9.572851,9.574493,12.098174,12.114594,2.899777,2.957247,8.329844,8.249387,12.380935,12.385861,7.990158,7.990158
38.03774085,11.500355,9.317813164,14.789995,12.18675176,31.678945,28.36230317,13.541977,9.414977083,9.576135,9.577777,12.075187,12.091607,2.942469,2.999939,8.35119,8.270733,12.37765,12.382576,7.993442,7.993442
38.02745732,11.511849,9.329307164,14.791637,12.18839376,31.678945,28.36230317,13.549367,9.422367083,9.579419,9.581061,12.068619,12.085039,2.932617,2.990087,8.35119,8.270733,12.380935,12.385861,7.990158,7.990158
38.06419283,11.508566,9.326024164,14.791637,12.18839376,31.680587,28.36394517,13.549367,9.422367083,9.576135,9.577777,12.052198,12.068618,2.945753,3.003223,8.347906,8.267449,12.380935,12.385861,7.990158,7.990158
38.41309989,11.511849,9.329307164,14.791637,12.18839376,31.680587,28.36394517,13.531305,9.404305083,9.576135,9.577777,12.039062,12.055482,2.949037,3.006507,8.354474,8.274017,12.380935,12.385861,7.990158,7.990158
38.5279836,11.508566,9.326024164,14.791637,12.18839376,31.678945,28.36230317,13.539514,9.412514083,9.576135,9.577777,12.04563,12.06205,2.939185,2.996655,8.341338,8.260881,12.37765,12.382576,7.990158,7.990158
38.62826004,11.505281,9.322739164,14.794921,12.19167776,31.680587,28.36394517,13.541156,9.414156083,9.579419,9.581061,12.032495,12.048915,2.922765,2.980235,8.35119,8.270733,12.380935,12.385861,7.993442,7.993442
38.75711388,11.507745,9.325203164,14.791637,12.18839376,31.678945,28.36230317,13.546903,9.419903083,9.579419,9.581061,12.025927,12.042347,2.886641,2.944111,8.347906,8.267449,12.380935,12.385861,7.990158,7.990158
38.79235888,11.493787,9.311245164,14.788353,12.18510976,31.678945,28.36230317,13.551008,9.424008083,9.576135,9.577777,12.025927,12.042347,2.880073,2.937543,8.344622,8.264165,12.380935,12.385861,7.990158,7.990158
38.86533253,11.483936,9.301394164,14.788353,12.18510976,31.678945,28.36230317,13.540335,9.413335083,9.576135,9.577777,12.02921,12.04563,2.868579,2.926049,8.338054,8.257597,12.37765,12.382576,7.990158,7.990158
38.92702728,11.479009,9.296467164,14.788353,12.18510976,31.678945,28.36230317,13.532946,9.405946083,9.576135,9.577777,12.025927,12.042347,2.860369,2.917839,8.341338,8.260881,12.37765,12.382576,7.990158,7.990158
38.98865358,11.48722,9.304678164,14.788353,12.18510976,31.678945,28.36230317,13.541156,9.414156083,9.579419,9.581061,12.025927,12.042347,2.850517,2.907987,8.35119,8.270733,12.380935,12.385861,7.990158,7.990158
39.04304614,11.480652,9.298110164,14.788353,12.18510976,31.680587,28.36394517,13.529663,9.402663083,9.572851,9.574493,12.025927,12.042347,2.830813,2.888283,8.354474,8.274017,12.380935,12.385861,7.990158,7.990158
39.12233173,11.483115,9.300573164,14.785069,12.18182576,31.680587,28.36394517,13.543619,9.416619083,9.576135,9.577777,12.025927,12.042347,2.820961,2.878431,8.344622,8.264165,12.37765,12.382576,7.990158,7.990158
39.16679612,11.482294,9.299752164,14.785069,12.18182576,31.678945,28.36230317,13.527199,9.400199083,9.576135,9.577777,12.025927,12.042347,2.811109,2.868579,8.341338,8.260881,12.380935,12.385861,7.990158,7.990158
39.2120403,11.483936,9.301394164,14.786711,12.18346776,31.680587,28.36394517,13.541156,9.414156083,9.576135,9.577777,12.022642,12.039062,2.807825,2.865295,8.347906,8.267449,12.37765,12.382576,7.990158,7.990158
39.25154092,11.48722,9.304678164,14.786711,12.18346776,31.678945,28.36230317,13.547724,9.420724083,9.576135,9.577777,12.012791,12.029211,2.797972,2.855442,8.338054,8.257597,12.380935,12.385861,7.990158,7.990158
39.27238943,11.479009,9.296467164,14.785069,12.18182576,31.680587,28.36394517,13.54444,9.417440083,9.577777,9.579419,12.012791,12.029211,2.784837,2.842307,8.344622,8.264165,12.37765,12.382576,7.990158,7.990158
39.32486736,11.480652,9.298110164,14.786711,12.18346776,31.680587,28.36394517,13.542799,9.415799083,9.576135,9.577777,12.012791,12.029211,2.765132,2.822602,8.347906,8.267449,12.37765,12.382576,7.990158,7.990158
39.36309082,11.480652,9.298110164,14.788353,12.18510976,31.678945,28.36230317,13.524737,9.397737083,9.576135,9.577777,12.016074,12.032494,2.75528,2.81275,8.344622,8.264165,12.380935,12.385861,7.990158,7.990158
39.37436716,11.479009,9.296467164,14.786711,12.18346776,31.680587,28.36394517,13.546082,9.419082083,9.579419,9.581061,12.012791,12.029211,2.751996,2.809466,8.354474,8.274017,12.380935,12.385861,7.990158,7.990158
39.40791088,11.483936,9.301394164,14.786711,12.18346776,31.680587,28.36394517,13.548545,9.421545083,9.577777,9.579419,12.016074,12.032494,2.751996,2.809466,8.338054,8.257597,12.380935,12.385861,7.990158,7.990158
39.44918379,11.482294,9.299752164,14.786711,12.18346776,31.680587,28.36394517,13.541156,9.414156083,9.579419,9.581061,12.012791,12.029211,2.751996,2.809466,8.35119,8.270733,12.380935,12.385861,7.993442,7.993442
39.47485406,11.48722,9.304678164,14.785069,12.18182576,31.680587,28.36394517,13.52802,9.401020083,9.576135,9.577777,12.012791,12.029211,2.748712,2.806182,8.338054,8.257597,12.380935,12.385861,7.990158,7.990158
39.49995819,11.485577,9.303035164,14.785069,12.18182576,31.680587,28.36394517,13.536231,9.409231083,9.576135,9.577777,12.009506,12.025926,2.745428,2.802898,8.341338,8.260881,12.379292,12.384218,7.990158,7.990158
39.52236822,11.479009,9.296467164,14.781785,12.17854176,31.680587,28.36394517,13.529663,9.402663083,9.579419,9.581061,12.006223,12.022643,2.73886,2.79633,8.357758,8.277301,12.380935,12.385861,7.990158,7.990158
39.54832284,11.482294,9.299752164,14.781785,12.17854176,31.680587,28.36394517,13.536231,9.409231083,9.576135,9.577777,12.002938,12.019358,2.735576,2.793046,8.354474,8.274017,12.380935,12.385861,7.990158,7.990158
39.56903159,11.480652,9.298110164,14.783427,12.18018376,31.678945,28.36230317,13.546082,9.419082083,9.576135,9.577777,12.002938,12.019358,2.725724,2.783194,8.341338,8.260881,12.380935,12.385861,7.990158,7.990158
39.59335624,11.490504,9.307962164,14.783427,12.18018376,31.678945,28.36230317,13.537872,9.410872083,9.576135,9.577777,12.006223,12.022643,2.725724,2.783194,8.347906,8.267449,12.380935,12.385861,7.993442,7.993442
